order_date,customer_id,product_id,product_category_x,revenue,quantity,region,customer_acquisition_channel,product_name,product_category_y,cost_price,list_price,supplier,launch_date,signup_date,age_group,gender,city,customer_type,loyalty_tier,profit_amount,profit_margin,tenure_days,product_age,product_age_days
2023-01-12,C2775,P0008,Monitors,3671.82,3,North West,Paid,All Smartphone,Smartphones,959.35,1184.45,Nova Electronics,2019-10-19,2022-10-24,26-35,Male,London,New,Bronze,793.77,21.617889765838193,1194,1181,1181
2023-07-02,C0888,P0042,Laptops,1619.84,1,Scotland,Paid,Hear Monitor,Monitors,171.97,221.86,Nova Electronics,2020-10-12,2023-12-15,26-35,Female,Edinburgh,New,Bronze,1447.87,89.38351935993678,777,993,993
2023-02-18,C2601,P0044,Smartphones,1830.62,1,North East,Referral,Science Accessorie,Accessories,932.47,1307.42,Nova Electronics,2019-08-10,2020-07-06,26-35,Male,Leicester,New,Bronze,898.1499999999999,49.06261266674678,2034,1288,1288
2024-03-30,C0215,P0093,Accessories,1804.25,1,London,Social,Decide Accessorie,Accessories,59.19,66.89,ByteWare,2020-04-19,2023-07-12,36-45,Male,Sheffield,New,Gold,1745.06,96.71941249826797,933,1441,1441
2023-07-26,C1023,P0008,Monitors,3671.82,3,Scotland,Organic,All Smartphone,Smartphones,959.35,1184.45,Nova Electronics,2019-10-19,2021-03-01,26-35,Female,Nottingham,New,Bronze,793.77,21.617889765838193,1796,1376,1376
2023-01-17,C1728,P0040,Smartphones,1385.0,1,London,Paid,They Tablet,Tablets,105.03,152.42,Nova Electronics,2022-02-07,2024-04-17,36-45,Male,Southampton,New,Bronze,1279.97,92.41660649819495,653,344,344
2023-07-16,C2786,P0056,Laptops,348.04,1,Scotland,Email,Institution Networkin,Networking,984.96,1122.23,FutureTek,2021-04-11,2023-11-29,26-35,Male,Birmingham,New,Silver,-636.9200000000001,-183.001953798414,793,826,826
2023-04-09,C2721,P0046,Tablets,929.24,2,North West,Organic,Congress Networkin,Networking,404.75,590.87,FutureTek,2023-07-18,2021-12-03,36-45,Female,Nottingham,New,Bronze,119.74000000000001,12.885799147690586,1519,-100,-100
2024-06-08,C0442,P0060,Accessories,3245.31,3,Wales,Referral,Difference Laptop,Laptops,817.62,1179.32,Quantum Supplies,2023-04-01,2020-11-21,65+,Female,London,New,Gold,792.4499999999998,24.41831442913003,1896,434,434
2023-07-14,C2559,P0068,Networking,3515.82,2,North East,Email,Inside Tablet,Tablets,970.27,1292.08,Nova Electronics,2022-01-29,2020-01-24,36-45,Female,Newcastle,Returning,Bronze,1575.2800000000002,44.80547923386295,2198,531,531
2023-05-04,C0952,P0097,Smartphones,2394.92,2,South East,Paid,Place Laptop,Laptops,249.57,299.44,Digitex,2021-10-04,2023-11-11,18-25,Female,Leeds,New,Silver,1895.7800000000002,79.15838524877658,811,577,577
2023-06-27,C0062,P0081,Smartphones,7048.48,4,Wales,Organic,Rest Smartphone,Smartphones,886.82,1287.4,Digitex,2023-07-27,2023-04-30,36-45,Female,Liverpool,New,Bronze,3501.1999999999994,49.67312101332485,1006,-30,-30
2023-08-06,C1880,P0062,Laptops,2753.1,2,South East,Referral,Low Laptop,Laptops,930.05,1338.79,TechCorp,2020-03-19,2024-03-15,36-45,Non-binary,Leicester,New,Bronze,893.0,32.43616287094548,686,1235,1235
2023-10-13,C2663,P0022,Accessories,610.98,3,London,Organic,Husband Accessorie,Accessories,112.88,165.4,Digitex,2019-10-28,2021-03-28,46-55,Female,Manchester,New,Silver,272.34000000000003,44.57429048414024,1769,1446,1446
2023-08-12,C1684,P0065,Networking,2140.02,3,South West,Email,Nothing Accessorie,Accessories,930.19,1315.34,Digitex,2021-03-27,2024-05-28,36-45,Male,Bristol,Returning,Bronze,-650.5500000000002,-30.399248605153232,612,868,868
2023-04-15,C2919,P0037,Networking,1054.76,2,West Midlands,Email,Trial Tablet,Tablets,562.41,793.81,Nova Electronics,2019-11-10,2021-01-20,36-45,Female,Belfast,Returning,Silver,-70.05999999999995,-6.642269331411881,1836,1252,1252
2023-11-29,C2585,P0063,Laptops,5517.36,4,North West,Paid,Evidence Smartphone,Smartphones,511.36,606.22,Quantum Supplies,2020-03-09,2020-11-30,56-65,Male,Glasgow,New,Silver,3471.9199999999996,62.927197065263094,1887,1360,1360
2023-11-22,C2730,P0047,Accessories,3285.92,4,South East,Paid,Shoulder Accessorie,Accessories,285.51,321.37,TechCorp,2021-01-30,2020-04-28,18-25,Female,London,Returning,Bronze,2143.88,65.24443687003945,2103,1026,1026
2024-04-04,C1567,P0040,Smartphones,2770.0,2,London,Organic,They Tablet,Tablets,105.03,152.42,Nova Electronics,2022-02-07,2023-12-26,18-25,Female,Cardiff,New,Silver,2559.94,92.41660649819495,766,787,787
2023-05-08,C1266,P0053,Accessories,1511.78,2,North East,Social,Threat Accessorie,Accessories,795.39,1131.84,Nova Electronics,2019-06-23,2022-03-24,18-25,Female,Leicester,New,Silver,-79.0,-5.22562806757597,1408,1415,1415
2023-03-23,C0246,P0100,Laptops,3631.14,2,Wales,Paid,Unit Smartphone,Smartphones,977.4,1392.12,Nova Electronics,2021-08-13,2020-05-31,36-45,Female,Sheffield,Returning,Bronze,1676.34,46.16566698061766,2070,587,587
2023-07-26,C0622,P0098,Laptops,753.76,4,Scotland,Referral,Middle Laptop,Laptops,791.11,1150.0,Digitex,2019-03-02,2023-02-20,26-35,Female,Sheffield,Returning,Bronze,-2410.6800000000003,-319.8206325620888,1075,1607,1607
2023-09-01,C2971,P0006,Accessories,447.92,4,Wales,Organic,Begin Accessorie,Accessories,476.75,577.48,Nova Electronics,2024-01-09,2020-04-22,36-45,Male,Glasgow,New,Bronze,-1459.08,-325.7456688694409,2109,-130,-130
2023-11-22,C2637,P0025,Tablets,1175.84,1,North East,Referral,Surface Smartphone,Smartphones,583.3,702.93,FutureTek,2019-05-15,2023-07-09,18-25,Female,Sheffield,New,Silver,592.54,50.39291060008164,936,1652,1652
2023-10-23,C0098,P0090,Networking,884.48,2,Wales,Paid,Truth Laptop,Laptops,652.57,934.31,TechCorp,2024-04-26,2020-12-03,46-55,Female,Leicester,Returning,Gold,-420.6600000000001,-47.5601483357453,1884,-186,-186
2023-07-30,C2210,P0025,Tablets,1175.84,1,Scotland,Social,Surface Smartphone,Smartphones,583.3,702.93,FutureTek,2019-05-15,2021-03-21,46-55,Male,London,New,Silver,592.54,50.39291060008164,1776,1537,1537
2023-08-16,C2491,P0093,Accessories,7217.0,4,Wales,Organic,Decide Accessorie,Accessories,59.19,66.89,ByteWare,2020-04-19,2021-07-24,36-45,Male,Edinburgh,New,Silver,6980.24,96.71941249826797,1651,1214,1214
2023-01-07,C0265,P0019,Tablets,4909.08,4,South East,Email,Clearly Smartphone,Smartphones,410.48,614.0,Quantum Supplies,2020-10-30,2022-09-23,26-35,Male,Cardiff,Returning,Bronze,3267.16,66.5534071557196,1225,799,799
2023-02-23,C2599,P0065,Networking,1426.68,2,Scotland,Organic,Nothing Accessorie,Accessories,930.19,1315.34,Digitex,2021-03-27,2022-04-11,26-35,Female,Southampton,New,Silver,-433.70000000000005,-30.399248605153222,1390,698,698
2023-06-27,C2428,P0046,Tablets,929.24,2,Scotland,Paid,Congress Networkin,Networking,404.75,590.87,FutureTek,2023-07-18,2021-06-09,18-25,Male,Glasgow,Returning,Bronze,119.74000000000001,12.885799147690586,1696,-21,-21
2024-03-12,C2970,P0054,Smartphones,4174.32,4,West Midlands,Organic,Drop Smartphone,Smartphones,142.08,180.79,TechCorp,2019-04-10,2022-03-27,26-35,Male,Edinburgh,New,Silver,3605.9999999999995,86.38532743057551,1405,1798,1798
2023-07-22,C1004,P0049,Tablets,1289.12,4,North West,Referral,Hundred Laptop,Laptops,722.45,811.71,TechCorp,2021-04-18,2024-05-05,46-55,Female,Leeds,New,Silver,-1600.6800000000003,-124.168424972074,635,825,825
2023-11-07,C1169,P0017,Tablets,997.24,4,Scotland,Organic,Save Tablet,Tablets,939.82,1277.42,FutureTek,2022-08-06,2022-08-26,46-55,Female,Bristol,New,Bronze,-2762.04,-276.9684328747343,1253,458,458
2024-05-07,C0328,P0027,Networking,1483.2,3,North East,Paid,Not Smartphone,Smartphones,534.05,606.88,Nova Electronics,2020-01-23,2022-08-03,26-35,Male,Bristol,Returning,Gold,-118.94999999999982,-8.019822006472479,1276,1566,1566
2024-04-27,C1808,P0011,Accessories,1919.44,4,North East,Social,Agreement Monitor,Monitors,974.46,1219.45,TechCorp,2023-10-10,2023-01-18,36-45,Female,London,New,Silver,-1978.4,-103.07172925436585,1108,200,200
2024-05-08,C0082,P0027,Networking,1977.6,4,North East,Social,Not Smartphone,Smartphones,534.05,606.88,Nova Electronics,2020-01-23,2021-04-22,26-35,Female,London,Returning,Silver,-158.5999999999999,-8.019822006472488,1744,1567,1567
2023-11-04,C2438,P0087,Monitors,3502.48,2,North West,Organic,About Smartphone,Smartphones,317.67,376.2,Digitex,2021-03-29,2023-05-21,56-65,Male,Edinburgh,New,Bronze,2867.14,81.86028185742673,985,950,950
2024-04-19,C1253,P0038,Accessories,3159.76,4,West Midlands,Paid,Husband Monitor,Monitors,619.0,801.88,TechCorp,2021-05-13,2022-11-15,26-35,Male,Sheffield,Returning,Bronze,683.7600000000002,21.639618198850552,1172,1072,1072
2024-05-07,C0295,P0041,Laptops,1489.92,3,North West,Social,Commercial Laptop,Laptops,745.31,1063.12,TechCorp,2022-02-24,2021-08-29,65+,Female,Leicester,Returning,Bronze,-746.0099999999998,-50.07047358247421,1615,803,803
2023-07-20,C0634,P0001,Networking,534.2,2,London,Organic,Purpose Networkin,Networking,73.76,89.25,TechCorp,2019-12-12,2020-01-17,36-45,Female,London,New,Silver,386.68000000000006,72.38487457880944,2205,1316,1316
2024-05-27,C2992,P0073,Monitors,3712.47,3,South West,Paid,Claim Smartphone,Smartphones,163.89,238.64,Quantum Supplies,2024-05-03,2020-01-24,18-25,Male,Liverpool,New,Silver,3220.7999999999997,86.75625661621508,2198,24,24
2024-03-01,C1617,P0087,Monitors,5253.72,3,North East,Paid,About Smartphone,Smartphones,317.67,376.2,Digitex,2021-03-29,2022-01-08,36-45,Female,Southampton,New,Gold,4300.71,81.86028185742673,1483,1068,1068
2023-03-14,C1675,P0090,Networking,442.24,1,South East,Paid,Truth Laptop,Laptops,652.57,934.31,TechCorp,2024-04-26,2021-06-21,18-25,Female,Liverpool,New,Bronze,-210.33000000000004,-47.5601483357453,1684,-409,-409
2023-06-16,C0796,P0034,Networking,7505.92,4,West Midlands,Social,Answer Networkin,Networking,300.22,390.36,FutureTek,2020-12-09,2021-02-02,18-25,Male,Manchester,New,Bronze,6305.04,84.00089529331514,1823,919,919
2023-12-23,C2088,P0032,Smartphones,3087.4,4,Wales,Referral,Participant Monitor,Monitors,780.17,964.34,Digitex,2020-08-20,2021-03-08,18-25,Male,Cardiff,Returning,Silver,-33.279999999999745,-1.0779296495432968,1789,1220,1220
2024-01-30,C1737,P0050,Networking,2289.34,2,Scotland,Paid,Wish Laptop,Laptops,866.65,977.88,TechCorp,2024-06-11,2021-09-06,26-35,Female,Newcastle,Returning,Silver,556.0400000000002,24.28822280657308,1607,-133,-133
2024-01-06,C2585,P0089,Monitors,1522.77,1,North West,Organic,Movement Monitor,Monitors,288.57,422.25,Quantum Supplies,2019-11-27,2020-11-30,56-65,Male,Glasgow,New,Silver,1234.2,81.0496660690715,1887,1501,1501
2024-04-11,C2790,P0086,Monitors,744.0,2,West Midlands,Organic,Coach Tablet,Tablets,895.23,1250.61,TechCorp,2022-11-10,2021-10-18,36-45,Male,Belfast,Returning,Silver,-1046.46,-140.65322580645162,1565,518,518
2023-06-15,C0051,P0080,Tablets,516.93,1,South East,Referral,Response Laptop,Laptops,560.75,730.29,TechCorp,2019-12-22,2023-07-27,26-35,Male,Belfast,New,Bronze,-43.82000000000005,-8.476969802487774,918,1271,1271
2024-01-29,C1629,P0015,Tablets,591.85,1,Scotland,Social,Fall Smartphone,Smartphones,411.12,526.79,TechCorp,2019-01-21,2020-01-10,18-25,Male,Sheffield,Returning,Gold,180.73000000000002,30.536453493283773,2212,1834,1834
2023-06-19,C1749,P0098,Laptops,565.32,3,West Midlands,Paid,Middle Laptop,Laptops,791.11,1150.0,Digitex,2019-03-02,2022-11-10,36-45,Male,Manchester,New,Bronze,-1808.0099999999998,-319.82063256208863,1177,1570,1570
2024-06-29,C2698,P0031,Networking,6706.08,4,West Midlands,Social,Present Laptop,Laptops,734.69,1008.5,FutureTek,2022-01-28,2022-05-06,36-45,Male,Cardiff,New,Gold,3767.3199999999997,56.17767757020494,1365,883,883
2023-04-02,C0448,P0071,Laptops,5242.53,3,North West,Organic,Benefit Smartphone,Smartphones,962.74,1089.86,TechCorp,2019-05-27,2023-01-18,26-35,Male,Newcastle,New,Bronze,2354.3099999999995,44.90789752276095,1108,1406,1406
2023-08-03,C1631,P0026,Networking,556.89,3,London,Email,Show Monitor,Monitors,902.93,1137.48,Quantum Supplies,2022-11-28,2020-05-24,36-45,Male,Leeds,New,Silver,-2151.9,-386.41383397080216,2077,248,248
2024-05-18,C0007,P0017,Tablets,249.31,1,South East,Social,Save Tablet,Tablets,939.82,1277.42,FutureTek,2022-08-06,2020-04-28,26-35,Female,Southampton,New,Silver,-690.51,-276.9684328747343,2103,651,651
2024-03-03,C2151,P0068,Networking,7031.64,4,West Midlands,Social,Inside Tablet,Tablets,970.27,1292.08,Nova Electronics,2022-01-29,2020-08-24,56-65,Female,Newcastle,Returning,Bronze,3150.5600000000004,44.80547923386295,1985,764,764
2023-06-24,C0723,P0004,Laptops,4108.68,3,North West,Social,Chair Laptop,Laptops,271.03,363.4,Nova Electronics,2019-11-15,2024-04-25,18-25,Female,Leicester,New,Bronze,3295.59,80.21043254767955,645,1317,1317
2023-07-22,C1993,P0029,Smartphones,3479.28,2,South East,Paid,Bar Networkin,Networking,616.59,773.15,Quantum Supplies,2023-09-12,2022-11-24,46-55,Male,Bristol,New,Silver,2246.1000000000004,64.55645995723253,1163,-52,-52
2023-08-06,C0761,P0030,Accessories,1184.1,2,London,Social,Finally Monitor,Monitors,552.66,822.6,Quantum Supplies,2024-05-07,2022-10-24,36-45,Male,Cardiff,Returning,Gold,78.77999999999997,6.653154294400809,1194,-275,-275
2023-07-16,C1063,P0056,Laptops,1392.16,4,South West,Referral,Institution Networkin,Networking,984.96,1122.23,FutureTek,2021-04-11,2021-02-16,26-35,Female,Newcastle,New,Bronze,-2547.6800000000003,-183.001953798414,1809,826,826
2023-04-22,C2607,P0073,Monitors,2474.98,2,South East,Organic,Claim Smartphone,Smartphones,163.89,238.64,Quantum Supplies,2024-05-03,2022-09-16,26-35,Male,Edinburgh,New,Gold,2147.2,86.75625661621508,1232,-377,-377
2024-01-22,C0511,P0073,Monitors,3712.47,3,South East,Paid,Claim Smartphone,Smartphones,163.89,238.64,Quantum Supplies,2024-05-03,2023-05-08,46-55,Male,Leicester,New,Bronze,3220.7999999999997,86.75625661621508,998,-102,-102
2023-08-29,C1958,P0096,Laptops,4788.8,4,South East,Organic,Why Tablet,Tablets,904.03,1282.32,Digitex,2019-01-02,2021-03-11,46-55,Female,Southampton,Returning,Bronze,1172.6800000000003,24.487971934513872,1786,1700,1700
2023-09-30,C0030,P0099,Networking,164.8,1,South East,Organic,Brother Accessorie,Accessories,762.0,1120.37,ByteWare,2022-02-01,2021-01-27,56-65,Female,Edinburgh,Returning,Bronze,-597.2,-362.37864077669906,1829,606,606
2023-01-08,C1539,P0098,Laptops,565.32,3,South West,Paid,Middle Laptop,Laptops,791.11,1150.0,Digitex,2019-03-02,2022-01-05,56-65,Female,Leicester,New,Bronze,-1808.0099999999998,-319.82063256208863,1486,1408,1408
2023-12-12,C2476,P0065,Networking,2853.36,4,Wales,Paid,Nothing Accessorie,Accessories,930.19,1315.34,Digitex,2021-03-27,2023-12-16,36-45,Male,London,New,Gold,-867.4000000000001,-30.399248605153222,776,990,990
2023-12-18,C1292,P0084,Monitors,3086.76,2,Wales,Referral,Grow Networkin,Networking,57.43,81.94,ByteWare,2019-12-13,2020-01-24,18-25,Male,Edinburgh,New,Silver,2971.9,96.27894620896991,2198,1466,1466
2024-01-23,C2502,P0061,Monitors,1728.52,1,Wales,Social,Individual Laptop,Laptops,669.54,881.27,TechCorp,2024-06-20,2024-01-12,26-35,Female,Newcastle,Returning,Silver,1058.98,61.265128549279154,749,-149,-149
2023-04-13,C0013,P0030,Accessories,2368.2,4,North East,Social,Finally Monitor,Monitors,552.66,822.6,Quantum Supplies,2024-05-07,2021-02-23,26-35,Male,Manchester,Returning,Bronze,157.55999999999995,6.653154294400809,1802,-390,-390
2023-05-23,C0106,P0092,Networking,1317.26,1,West Midlands,Email,Movement Tablet,Tablets,754.17,996.01,Nova Electronics,2024-03-07,2023-03-18,26-35,Female,Southampton,Returning,Bronze,563.09,42.74706587917344,1049,-289,-289
2023-09-12,C1510,P0098,Laptops,753.76,4,South West,Paid,Middle Laptop,Laptops,791.11,1150.0,Digitex,2019-03-02,2023-09-20,26-35,Male,Leicester,New,Silver,-2410.6800000000003,-319.8206325620888,863,1655,1655
2023-07-12,C0013,P0010,Networking,4252.74,3,London,Referral,Mouth Monitor,Monitors,816.77,1136.86,Digitex,2024-02-14,2021-02-23,26-35,Male,Manchester,Returning,Bronze,1802.4299999999998,42.38279321096516,1802,-217,-217
2023-02-16,C1334,P0048,Networking,3779.04,4,Scotland,Referral,Common Laptop,Laptops,576.23,769.48,ByteWare,2022-12-07,2022-03-11,56-65,Female,Leicester,Returning,Silver,1474.12,39.007790338286966,1421,71,71
2024-02-14,C2510,P0033,Smartphones,1356.84,1,Wales,Paid,Sea Tablet,Tablets,200.25,220.53,Quantum Supplies,2019-08-05,2023-08-13,65+,Female,London,New,Silver,1156.59,85.24144335367471,901,1654,1654
2024-05-02,C2697,P0098,Laptops,188.44,1,North East,Organic,Middle Laptop,Laptops,791.11,1150.0,Digitex,2019-03-02,2023-03-31,56-65,Male,Leeds,Returning,Silver,-602.6700000000001,-319.8206325620888,1036,1888,1888
2023-07-19,C2917,P0005,Monitors,439.06,2,London,Organic,Require Monitor,Monitors,730.22,1008.09,Nova Electronics,2023-08-22,2024-03-03,26-35,Female,Liverpool,Returning,Silver,-1021.3800000000001,-232.62879788639367,698,-34,-34
2023-03-31,C1235,P0028,Tablets,7884.72,4,North West,Social,Win Laptop,Laptops,195.2,227.21,TechCorp,2022-03-22,2022-05-23,26-35,Male,Newcastle,New,Bronze,7103.92,90.09730212360108,1348,374,374
2023-04-29,C1975,P0066,Tablets,1795.58,2,Scotland,Organic,Skin Tablet,Tablets,711.76,990.91,Quantum Supplies,2023-12-22,2022-09-03,26-35,Male,Cardiff,New,Bronze,372.05999999999995,20.720881275131152,1245,-237,-237
2023-04-02,C0433,P0097,Smartphones,4789.84,4,London,Organic,Place Laptop,Laptops,249.57,299.44,Digitex,2021-10-04,2022-12-25,26-35,Male,Manchester,Returning,Silver,3791.5600000000004,79.15838524877658,1132,545,545
2023-12-01,C1571,P0096,Laptops,3591.6,3,Scotland,Social,Why Tablet,Tablets,904.03,1282.32,Digitex,2019-01-02,2020-10-13,65+,Female,Bristol,Returning,Bronze,879.5099999999998,24.487971934513862,1935,1794,1794
2024-05-02,C2747,P0085,Smartphones,1336.51,1,North West,Email,Finally Tablet,Tablets,148.41,215.38,FutureTek,2022-09-12,2021-08-28,26-35,Male,Sheffield,New,Silver,1188.1,88.89570598050145,1616,598,598
2024-05-18,C0371,P0021,Monitors,880.23,3,Scotland,Email,Blue Laptop,Laptops,830.71,1181.28,Nova Electronics,2019-10-16,2021-10-01,46-55,Female,Belfast,New,Silver,-1611.9,-183.12259295865854,1582,1676,1676
2023-03-08,C2638,P0078,Laptops,804.42,3,North East,Email,Newspaper Accessorie,Accessories,932.57,1374.88,Digitex,2021-02-20,2022-07-24,18-25,Female,Bristol,Returning,Bronze,-1993.29,-247.7921981054673,1286,746,746
2024-01-26,C2679,P0088,Accessories,7722.04,4,Scotland,Organic,Month Tablet,Tablets,703.12,1013.31,Nova Electronics,2020-07-09,2023-10-17,18-25,Male,Leicester,New,Bronze,4909.5599999999995,63.57853624171851,836,1296,1296
2023-04-29,C1192,P0083,Accessories,1641.25,1,South East,Organic,Specific Networkin,Networking,631.09,943.41,Digitex,2024-06-14,2024-06-14,26-35,Male,Belfast,New,Silver,1010.16,61.54821020563595,595,-412,-412
2023-07-12,C0476,P0092,Networking,3951.78,3,North West,Social,Movement Tablet,Tablets,754.17,996.01,Nova Electronics,2024-03-07,2024-06-01,46-55,Male,Sheffield,Returning,Bronze,1689.2700000000004,42.74706587917345,608,-239,-239
2024-01-25,C2364,P0078,Laptops,268.14,1,West Midlands,Organic,Newspaper Accessorie,Accessories,932.57,1374.88,Digitex,2021-02-20,2021-09-14,26-35,Female,Manchester,Returning,Bronze,-664.4300000000001,-247.79219810546732,1599,1069,1069
2023-07-14,C1590,P0075,Smartphones,4407.16,4,Wales,Social,Pick Accessorie,Accessories,604.49,791.35,FutureTek,2019-07-17,2023-12-20,26-35,Non-binary,Nottingham,New,Bronze,1989.1999999999998,45.135642908358214,772,1458,1458
2023-05-10,C2129,P0033,Smartphones,2713.68,2,South East,Paid,Sea Tablet,Tablets,200.25,220.53,Quantum Supplies,2019-08-05,2020-10-21,46-55,Male,Leicester,Returning,Bronze,2313.18,85.24144335367471,1927,1374,1374
2024-04-16,C1295,P0052,Accessories,3601.5,2,West Midlands,Social,Discuss Smartphone,Smartphones,938.74,1247.04,FutureTek,2021-10-04,2023-09-16,36-45,Female,Bristol,Returning,Gold,1724.02,47.86949881993613,867,925,925
2024-05-26,C2786,P0060,Accessories,4327.08,4,North West,Referral,Difference Laptop,Laptops,817.62,1179.32,Quantum Supplies,2023-04-01,2023-11-29,26-35,Male,Birmingham,New,Silver,1056.6,24.418314429130035,793,421,421
2023-05-30,C2726,P0048,Networking,944.76,1,Wales,Paid,Common Laptop,Laptops,576.23,769.48,ByteWare,2022-12-07,2021-10-11,65+,Female,Edinburgh,New,Silver,368.53,39.007790338286966,1572,174,174
2023-05-07,C1121,P0079,Tablets,7054.04,4,Scotland,Paid,On Laptop,Laptops,640.1,848.26,Quantum Supplies,2019-02-05,2021-02-15,46-55,Female,Newcastle,New,Bronze,4493.639999999999,63.70306944672839,1810,1552,1552
2024-01-21,C0241,P0080,Tablets,1550.79,3,North West,Social,Response Laptop,Laptops,560.75,730.29,TechCorp,2019-12-22,2022-02-10,26-35,Male,Bristol,Returning,Bronze,-131.46000000000004,-8.476969802487767,1450,1491,1491
2023-08-04,C0922,P0035,Networking,189.23,1,North West,Social,Spring Smartphone,Smartphones,917.0,1328.01,ByteWare,2021-06-18,2023-04-18,56-65,Female,Belfast,New,Silver,-727.77,-384.595465835227,1018,777,777
2024-02-06,C1226,P0032,Smartphones,1543.7,2,London,Paid,Participant Monitor,Monitors,780.17,964.34,Digitex,2020-08-20,2020-10-17,36-45,Male,Belfast,Returning,Silver,-16.639999999999873,-1.0779296495432968,1931,1265,1265
2023-12-12,C1731,P0073,Monitors,4949.96,4,Wales,Social,Claim Smartphone,Smartphones,163.89,238.64,Quantum Supplies,2024-05-03,2024-05-24,18-25,Female,Cardiff,New,Bronze,4294.4,86.75625661621508,616,-143,-143
2024-02-05,C0295,P0099,Networking,494.4,3,West Midlands,Referral,Brother Accessorie,Accessories,762.0,1120.37,ByteWare,2022-02-01,2021-08-29,65+,Female,Leicester,Returning,Bronze,-1791.6,-362.37864077669906,1615,734,734
2023-07-19,C2872,P0022,Accessories,814.64,4,South East,Organic,Husband Accessorie,Accessories,112.88,165.4,Digitex,2019-10-28,2024-03-09,46-55,Male,Sheffield,New,Silver,363.12,44.574290484140235,692,1360,1360
2023-02-25,C2907,P0075,Smartphones,3305.37,3,South West,Referral,Pick Accessorie,Accessories,604.49,791.35,FutureTek,2019-07-17,2021-01-31,46-55,Female,Manchester,New,Silver,1491.8999999999999,45.135642908358214,1825,1319,1319
2023-05-21,C1810,P0057,Smartphones,6378.2,4,West Midlands,Social,Attorney Accessorie,Accessories,372.34,537.91,FutureTek,2020-10-17,2024-01-16,36-45,Female,Glasgow,New,Silver,4888.84,76.64921137625036,745,946,946
2023-08-03,C0894,P0057,Smartphones,3189.1,2,London,Paid,Attorney Accessorie,Accessories,372.34,537.91,FutureTek,2020-10-17,2020-10-24,26-35,Female,Belfast,New,Silver,2444.42,76.64921137625036,1924,1020,1020
2023-04-15,C2779,P0010,Networking,2835.16,2,North East,Email,Mouth Monitor,Monitors,816.77,1136.86,Digitex,2024-02-14,2021-08-14,26-35,Female,London,New,Bronze,1201.62,42.38279321096516,1630,-305,-305
2024-03-13,C2784,P0075,Smartphones,2203.58,2,London,Organic,Pick Accessorie,Accessories,604.49,791.35,FutureTek,2019-07-17,2022-09-05,26-35,Male,Leicester,New,Gold,994.5999999999999,45.135642908358214,1243,1701,1701
2024-04-30,C0736,P0034,Networking,1876.48,1,South East,Email,Answer Networkin,Networking,300.22,390.36,FutureTek,2020-12-09,2024-04-02,26-35,Female,Leicester,Returning,Bronze,1576.26,84.00089529331514,668,1238,1238
2023-12-13,C2431,P0020,Laptops,5891.92,4,North West,Referral,Source Networkin,Networking,579.1,795.59,FutureTek,2021-11-11,2021-11-13,26-35,Female,London,New,Bronze,3575.52,60.685141685562606,1539,762,762
2024-02-18,C1004,P0046,Tablets,464.62,1,South East,Organic,Congress Networkin,Networking,404.75,590.87,FutureTek,2023-07-18,2024-05-05,46-55,Female,Leeds,New,Silver,59.870000000000005,12.885799147690586,635,215,215
2024-05-15,C1240,P0004,Laptops,2739.12,2,North East,Social,Chair Laptop,Laptops,271.03,363.4,Nova Electronics,2019-11-15,2021-01-30,26-35,Female,Sheffield,Returning,Gold,2197.06,80.21043254767955,1826,1643,1643
2023-04-02,C1900,P0054,Smartphones,4174.32,4,West Midlands,Referral,Drop Smartphone,Smartphones,142.08,180.79,TechCorp,2019-04-10,2024-05-15,18-25,Male,Birmingham,New,Silver,3605.9999999999995,86.38532743057551,625,1453,1453
2024-03-31,C1505,P0027,Networking,494.4,1,South East,Organic,Not Smartphone,Smartphones,534.05,606.88,Nova Electronics,2020-01-23,2023-01-27,36-45,Male,Cardiff,Returning,Silver,-39.64999999999998,-8.019822006472488,1099,1529,1529
2023-05-05,C2004,P0009,Monitors,875.46,2,London,Referral,Discover Laptop,Laptops,141.88,204.17,Quantum Supplies,2020-12-23,2020-11-20,56-65,Male,Manchester,Returning,Silver,591.7,67.58732552029791,1897,863,863
2024-05-06,C1122,P0049,Tablets,322.28,1,North West,Paid,Hundred Laptop,Laptops,722.45,811.71,TechCorp,2021-04-18,2022-11-09,36-45,Female,Sheffield,New,Gold,-400.1700000000001,-124.168424972074,1178,1114,1114
2024-03-20,C1223,P0057,Smartphones,3189.1,2,South East,Paid,Attorney Accessorie,Accessories,372.34,537.91,FutureTek,2020-10-17,2023-11-13,36-45,Female,Sheffield,New,Silver,2444.42,76.64921137625036,809,1250,1250
2023-07-09,C1661,P0064,Monitors,1514.21,1,North East,Referral,Employee Accessorie,Accessories,206.41,227.23,TechCorp,2023-10-11,2021-11-24,18-25,Female,Edinburgh,Returning,Silver,1307.8,86.36846936686456,1528,-94,-94
2024-06-26,C2002,P0079,Tablets,1763.51,1,South East,Social,On Laptop,Laptops,640.1,848.26,Quantum Supplies,2019-02-05,2022-11-13,36-45,Male,Sheffield,Returning,Bronze,1123.4099999999999,63.70306944672839,1174,1968,1968
2023-08-01,C2698,P0012,Monitors,592.47,1,North West,Social,Decide Monitor,Monitors,837.93,1129.03,Digitex,2023-08-21,2022-05-06,36-45,Male,Cardiff,New,Gold,-245.45999999999992,-41.42994582004151,1365,-20,-20
